Model,MSO44
Channel,CH1,,Channel,CH2,,Channel,CH3,,Channel,CH4,,Channel,MATH2,,Channel,MATH3
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,8.00000000e-09,,Sample Interval,8.00000000e-09,,Sample Interval,8.00000000e-09,,Sample Interval,8.00000000e-09,,Sample Interval,8.00000000e-09,,Sample Interval,8.00000000e-09
Record Length,1250,,Record Length,1250,,Record Length,1250,,Record Length,1250,,Record Length,1250,,Record Length,1250
Zero Index,353.80062500,,Zero Index,353.80062500,,Zero Index,353.80062500,,Zero Index,353.80062500,,Zero Index,353.80062500,,Zero Index,353.80062500
Vertical Units,V,,Vertical Units,V,,Vertical Units,V,,Vertical Units,V,,Vertical Units,V,,Vertical Units,V
,,,,,,,,,,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,,,,,

TIME,CH1,CH2,CH3,CH4,,TIME,MATH2,,TIME,MATH3
-2.00640500e-06,-5.25781250e-03,8.66250000e-03,1.24125000e-02,8.67187500e-03,,-2.00640500e-06,-1.12746302e-02,,-2.00640500e-06,-1.24260895e-02
-1.99840500e-06,-5.43750000e-03,7.10937500e-03,1.13875000e-02,3.43750000e-03,,-1.99840500e-06,-1.14543177e-02,,-1.99840500e-06,-1.13476515e-02
-1.99040500e-06,-4.69531250e-03,6.67187500e-03,8.09687500e-03,3.35937500e-03,,-1.99040500e-06,-1.07121300e-02,,-1.99040500e-06,-1.03718247e-02
-1.98240500e-06,-2.96875000e-03,8.04062500e-03,5.16875000e-03,3.67187500e-03,,-1.98240500e-06,-8.98556784e-03,,-1.98240500e-06,-9.51430667e-03
-1.97440500e-06,-2.11718750e-03,9.63437500e-03,4.69375000e-03,1.64062500e-03,,-1.97440500e-06,-8.13400466e-03,,-1.97440500e-06,-8.78372230e-03
-1.96640500e-06,-3.00000000e-03,1.04968750e-02,6.82812500e-03,7.10937500e-03,,-1.96640500e-06,-9.01681744e-03,,-1.96640500e-06,-8.18166696e-03
-1.95840500e-06,-2.46875000e-03,1.17218750e-02,1.02281250e-02,3.82812500e-03,,-1.95840500e-06,-8.48556776e-03,,-1.95840500e-06,-7.70191010e-03
-1.95040500e-06,-1.56250000e-05,1.24000000e-02,1.21812500e-02,8.04687500e-03,,-1.95040500e-06,-6.03244221e-03,,-1.95040500e-06,-7.33131077e-03
-1.94240500e-06,1.22656250e-03,1.21562500e-02,1.16375000e-02,8.90625000e-03,,-1.94240500e-06,-4.79025487e-03,,-1.94240500e-06,-7.05409423e-03
-1.93440500e-06,5.15625000e-04,1.06937500e-02,9.90937500e-03,9.92187500e-03,,-1.93440500e-06,-5.50119253e-03,,-1.93440500e-06,-6.85259886e-03
-1.92640500e-06,-1.04687500e-03,1.01531250e-02,8.10000000e-03,2.96875000e-03,,-1.92640500e-06,-7.06369244e-03,,-1.92640500e-06,-6.70416607e-03
-1.91840500e-06,-5.07812500e-04,1.13031250e-02,7.01562500e-03,5.07812500e-03,,-1.91840500e-06,-6.52462989e-03,,-1.91840500e-06,-6.58389041e-03
-1.91040500e-06,-3.82812500e-04,1.20531250e-02,7.26250000e-03,4.60937500e-03,,-1.91040500e-06,-6.39963010e-03,,-1.91040500e-06,-6.46988489e-03
